Tiktoker name,Subscribers,Views,Likes,Comments,Shares avg.,Month
,4.4M,2.1M,238.4K,3.8K,6.9K,12
,4.3M,3.4M,313.1K,4.9K,7.2K,11
,4.3M,2.7M,276.6K,4.9K,6.6K,11
,34.6M,2.7M,183.3K,1K,1.2K,12
,34.2M,2.1M,124.9K,865,795,11
,74.3K,3.4M,721.7K,683,1.9K,11
,7.9M,1.8M,271.1K,2.4K,1.2K,11
,1.4M,1.9M,262.7K,509,779,11
,20.4K,455.7K,100.3K,840,6.5K,11
,19.4M,2.8M,417.3K,1.7K,497,12
,18.9M,2.7M,425K,1.5K,637,11
,3.6M,1.6M,178.9K,1K,1.5K,11
,11M,7.2M,1.4M,3.6K,1.3K,12
,10.3M,5.6M,1.2M,3.8K,1.7K,11
,282.1K,1M,172.5K,1.5K,1.9K,12
,224.5K,1.4M,349.1K,6.1K,11.4K,11
,2.1M,3.1M,425K,3.1K,3.9K,12
,2M,659.8K,142.2K,1.4K,3.3K,11
,13.4M,2.2M,237.2K,784,622,12
,13.2M,2.2M,259.8K,1K,581,11
,6.1M,2.5M,217.9K,470,462,12
,12.7M,4.3M,215.2K,1K,1.3K,12
,12.7M,6.1M,616.9K,2.5K,4.3K,11
,4M,2M,146.3K,1.6K,557,12
,3.9M,2.3M,165K,623,571,11
,7.6M,2M,164.1K,1.6K,2.5K,11
,3.3M,835.4K,177.6K,1.8K,3.2K,11
,295.7K,930.5K,135K,2.1K,1.4K,12
,1.8M,1.2M,154K,2.5K,7.8K,12
,5.1M,1.6M,146.8K,1.6K,675,12
,1M,1.1M,240.9K,2.4K,3.2K,12
,22.3M,2.7M,321.8K,1.1K,1.4K,11
,2M,1.8M,103.5K,3.6K,3.7K,12
,998.2K,766.6K,178.8K,1.7K,1.4K,11
,2.2M,2.1M,546.4K,1.1K,2.2K,12
,2M,1.1M,284.2K,712,1.1K,11
,3.8M,3.6M,261.6K,918,1.4K,11
,9.2M,2M,217.7K,899,197,11
,5.2M,882.4K,164.8K,656,2.8K,12
,5M,1.1M,199.1K,989,3.7K,11
,3.2M,2.4M,267.8K,564,3.5K,12
,3.2M,2.4M,279.6K,582,3.5K,11
,702.1K,921K,114.5K,3K,172,11
,30.2M,2.2M,251K,851,651,12
,29.7M,1.8M,239.6K,821,596,11
,12.7M,1.8M,259.6K,415,371,11
,2.4M,1.9M,148.6K,837,899,12
,198.4K,1.7M,389K,4.3K,5.4K,11
,1.8M,2M,429.5K,264,723,12
,2.8M,1M,138.6K,864,2.9K,12
,2.6M,1.3M,180.2K,752,4.3K,11
,1.3M,1.7M,257.3K,1.5K,1.1K,12
,1.3M,2.7M,404.9K,758,1.6K,11
,11.4M,3M,340.6K,578,1.9K,11
,1.2M,778.4K,78.7K,440,6.5K,12
,4.6M,2.3M,492.9K,3.6K,3.8K,11
,5M,1.7M,222.9K,965,1K,11
,2M,2.2M,114.7K,469,3.6K,12
,1.2M,2.4M,401.7K,6.4K,6.8K,11
,4M,2.5M,285.5K,692,1.2K,11
,1.3M,2.2M,107.2K,486,2.3K,12
,28.1M,10.6M,1.2M,6.1K,8.5K,12
,26.8M,4.8M,588.5K,2.4K,4K,11
,3.4M,2.7M,325.6K,295,204,12
,617.8K,700.2K,147.7K,1.9K,2.1K,12
,1.1M,2M,112.5K,1K,414,11
,25.4M,5.7M,648.5K,1.9K,5.1K,12
,24.5M,6.9M,815.1K,1.6K,6.6K,11
,2.8M,2.3M,334.3K,743,302,12
,2.5M,2.5M,367.8K,1.6K,443,11
,9.7M,2.1M,202.8K,1.6K,245,12
,9.6M,1.7M,229.8K,1.6K,266,11
,3.1M,1.4M,200.1K,510,3.1K,12
,3.2M,3.8M,466.8K,4.3K,5.2K,12
,9.8M,1.9M,362.8K,1K,723,12
,9.5M,1.2M,245.9K,567,1.3K,11
,1.8M,1.2M,163.2K,1.1K,5.5K,12
,11.2M,1.3M,155.5K,1.4K,337,11
,3.8M,3.1M,321.1K,6.3K,584,12
,3.7M,2.2M,205.7K,3K,346,11
,13.3M,1.6M,386.3K,2.2K,843,12
,13.1M,2.9M,361.7K,1.7K,1K,11
,2.7M,5.3M,749K,2.2K,2.1K,12
,1.5M,2.3M,271.7K,419,890,12
,5.3M,2.6M,145.6K,1.1K,515,12
,8.1M,8.5M,709K,4.6K,2.4K,12
,6.7M,4.6M,249.6K,1.7K,552,11
,3.6M,1.2M,277K,2.2K,1.8K,12
,33K,1.1M,108.1K,4.5K,514,11
,2.6M,3.8M,480.5K,942,931,11
,3M,1.7M,128.5K,2.8K,466,11
,7.1M,1.9M,77.7K,1.4K,1.7K,12
,1.5M,1.4M,226.7K,767,761,11
,3.5M,2.5M,450.9K,1.4K,2.5K,12
,3M,3.4M,638.3K,2.8K,3.8K,11
,3.2M,2.5M,382K,434,659,12
,3.2M,2.6M,220K,1K,3.4K,11
,358.7K,837.9K,294.3K,1.6K,1.3K,11
,4.4M,2.4M,502K,1.7K,481,12
,4.3M,3.9M,827.2K,3.5K,1.3K,11
,7.5M,1.9M,337.7K,698,323,12
,2.2M,1.1M,205.3K,1.1K,2.2K,12
,2.1M,3.6M,531.8K,4K,2.3K,11
,9M,3.6M,220.7K,3.7K,1.6K,12
,8.7M,3.7M,329.2K,5.1K,15.5K,11
,4.2M,3.1M,316K,1.6K,541,12
,2M,1.7M,275.6K,780,117,11
,2.7M,3.3M,111.7K,5.6K,1.4K,12
,100.9K,903.3K,79.3K,486,7.3K,12
,7.5M,1M,183.6K,1.1K,727,11
,5M,3.8M,401.7K,308,309,11
,6.1M,1.7M,188.6K,1.5K,791,12
,5.8M,3.2M,360.4K,1.9K,936,11
,958K,1.3M,164.9K,1.3K,989,11
,1.1M,1.2M,112.1K,2.3K,2.3K,12
,533.2K,61.1M,70K,539,1.3K,11
,2.1M,1.8M,194.3K,1.3K,857,11
,44.9M,4.5M,545.6K,3.7K,1.3K,12
,44.2M,6.3M,1.1M,4.6K,2.9K,11
,723.3K,3.7M,472.7K,694,488,12
,5.6M,2M,303.1K,2.1K,4.3K,12
,5.4M,1.8M,304.2K,639,448,11
,5.2M,2.7M,227.7K,1.3K,662,11
,6.6M,2.9M,876.9K,12.1K,9.4K,12
,7.7M,2.2M,178.6K,801,458,11
,1.8M,2.3M,142.8K,702,1.6K,12
,27.3M,3.1M,305.8K,2.3K,747,12
,26.5M,4.7M,401.2K,2.4K,3.4K,11
,2.6M,3.7M,113.6K,2K,5.1K,12
,2.2M,4.1M,123.2K,1.4K,4.9K,11
,6.4M,1.9M,150K,1K,1.3K,12
,2.9M,983.9K,160.1K,1.4K,1.4K,12
,1.1M,1.7M,294.9K,2K,1.2K,12
,1.4M,2.2M,336.9K,926,393,11
,397.5K,1.4M,184K,1.8K,2.6K,11
,1.7M,1.3M,78.9K,179,6.8K,11
,4.3M,2.4M,366.7K,1.7K,269,12
,4M,2.7M,459.2K,1.5K,401,11
,7.1M,1.3M,147.4K,898,1.2K,11
,1.5M,11.1M,695.5K,506,3.1K,12
,598K,6.4M,478.2K,542,499,12
,10.4M,1.8M,156.8K,793,1K,12
,14.3M,2.7M,281.2K,434,126,11
,2.6M,1.4M,178.4K,769,1.3K,11
,408.2K,935.7K,206.8K,1.3K,2.8K,12
,5.9M,2.6M,467.2K,1.1K,4.6K,12
,5.5M,3.3M,569.1K,1.5K,5.3K,11
,6M,1.8M,137.4K,1.2K,607,11
,6M,1.8M,137.4K,1.2K,607,11
,360.6K,1.5M,229.6K,803,1.2K,11
,4.4M,1.2M,190.3K,476,3.7K,12
,11.2M,2.4M,187.9K,1.3K,856,12
,10.6M,2.1M,223.5K,977,744,11
,2.3M,5.9M,171.6K,4K,6.9K,12
,2.3M,5.9M,171.6K,4K,6.9K,11
,126.4K,2.3M,252K,1.8K,2.7K,12
,1M,2.4M,493.1K,2.1K,1.7K,12
,897.2K,1M,185.7K,1.1K,658,11
,13M,4.4M,369.1K,1.9K,716,12
,12.7M,5.5M,495K,1.6K,774,11
,638.2K,2.7M,237.5K,976,494,12
,13.9M,2.2M,195.3K,664,408,12
,20.8M,5M,857.4K,2.8K,2.6K,11
,31.4K,14M,1.2M,678,705,12
,1.6M,834.2K,165.2K,482,2.5K,12
,1.6M,10.8M,1.3M,1.9K,3.9K,12
,326.9K,4.3M,580.9K,680,1.6K,11
,3.3M,1.7M,243.7K,442,3.6K,12
,205.5K,1.3M,132.1K,2.8K,1.3K,11
,2.8M,1.8M,379.6K,2.9K,1.8K,12
,8.5M,1.4M,334.2K,1.6K,1.3K,11
,24.8M,1M,145.8K,1.7K,2K,12
,24.5M,1.1M,148.4K,1.2K,955,11
,4.6M,1.6M,142.6K,1K,3.3K,11
,5M,2M,288.2K,823,513,11
,2.4M,1.3M,62.3K,2K,4.3K,12
,2.1M,1.5M,106K,2.7K,2.7K,11
,2.1M,1.2M,88.5K,1.9K,2.4K,11
,12.2M,2.3M,216.8K,545,519,11
,4.4M,2.3M,195.5K,1.3K,295,12
,4.4M,1.4M,182.1K,920,525,11
,15.2M,3.5M,358.1K,526,410,12
,14.8M,3.3M,397K,661,351,11
,17.9M,3.8M,180.7K,679,2.3K,11
,555.6K,1.2M,128.4K,963,4.1K,12
,5.2M,1.5M,283.5K,800,1.4K,11
,5.4M,1.7M,295.5K,722,3K,12
,5.2M,1.8M,332.6K,1K,3.8K,11
,1.4M,1.2M,150.6K,563,2.1K,11
,14M,3.7M,373.9K,4.7K,652,12
,13.4M,3.2M,332.3K,6.9K,1.1K,11
,14.1M,4.2M,497.6K,3.7K,2.1K,12
,13.9M,4.3M,622K,3K,2.1K,11
,20M,1.9M,180.7K,1.6K,104,12
,5.3M,4.2M,416.7K,666,258,12
,4.9M,7.4M,789.4K,1.5K,991,11
,599.1K,1.7M,112.9K,887,34.4K,12
,9M,1.3M,165.5K,982,556,11
,1.1M,1.5M,179.9K,194,14.8K,11
,6M,3.3M,267.3K,324,246,12
,1.3M,8.2M,1.4M,12K,2.9K,11
,11.1M,1.4M,257.8K,853,1.1K,12
,11.1M,1.3M,150.5K,732,959,11
,4.6M,2M,173.7K,1.2K,1.2K,11
,6M,1.4M,248.8K,469,1.7K,12
,9.2M,1.3M,298.7K,9.1K,2.8K,12
,9.1M,7.1M,1.2M,7.4K,3.3K,11
,11.4M,2.3M,322.2K,1.4K,1.5K,12
,11.1M,4.5M,600.7K,2.5K,1.7K,11
,5.1M,1.3M,259K,1.9K,615,12
,4.7M,2.2M,505.2K,2.2K,969,11
,13.4M,1.9M,312.7K,2.4K,1.4K,12
,11.9M,3.6M,811.7K,4K,3.6K,11
,1.1M,1.2M,321.7K,3.1K,3K,11
,2.5M,3.5M,344K,1.9K,1.2K,11
,471.5K,2.7M,238.3K,1.4K,548,11
,19.9M,11.5M,1.3M,6.3K,1.4K,12
,15.9M,3.4M,491.7K,1.5K,544,11
,2.3M,7.6M,181.5K,3.1K,1.5K,11
,9.2M,1.9M,161.2K,1.5K,423,11
,7M,3.1M,347.2K,6K,10.5K,12
,1.8M,1.1M,242.7K,2.9K,4.6K,11
,4.1M,3.3M,473.8K,1.2K,513,12
,4.1M,6.1M,808.9K,4.8K,1.6K,11
,4.1M,6.1M,808.9K,4.8K,1.6K,11
,2.1M,4.3M,479.7K,1.4K,857,12
,4.2M,2.1M,212K,2.9K,1.9K,12
,161.3K,1.1M,260.7K,365,2.9K,12
,13.1M,2.1M,331.5K,635,293,12
,12.9M,2.3M,392.7K,714,183,11
,1.1M,1M,201.4K,2K,4.2K,12
,2.5M,3.1M,297K,701,868,11
,2.6M,2.3M,154.4K,511,713,12
,2.5M,3M,170.7K,453,713,11
,1.1M,3.2M,445.7K,707,1.6K,12
,3.1M,1.8M,39.6K,35.2K,1.9K,11
,2.9M,985.9K,150.1K,646,5.2K,12
,2.5M,871.2K,116K,431,4.6K,11
,62.2K,1.4M,263.7K,1.1K,2.3K,12
,8.1M,4.1M,212.9K,2.7K,376,11
,308.4K,1.9M,219.4K,1.1K,1.4K,12
,3.8M,3M,146.6K,884,347,12
,3.7M,3.6M,213K,403,159,11
,3.9M,1.8M,266.6K,827,1.5K,12
,2.8M,1.8M,250.6K,1.3K,1.8K,11
,15.3M,6M,843.1K,21.3K,10.6K,11
,966.1K,1.7M,118K,1.2K,532,11
,2.6M,788.6K,194.6K,1.2K,4.3K,12
,6.8M,1.1M,214.1K,1.5K,2.7K,11
,2.7M,1.9M,103.1K,2.5K,4.8K,11
,4.4M,2.1M,277.2K,507,502,12
,125.7K,13.6M,914.6K,728,6.1K,12
,1.4M,666.6K,160.6K,1.4K,2.6K,11
,11.6M,2.7M,372K,3.7K,5.7K,12
,11.2M,2M,294.2K,2.4K,4K,11
,729.8K,2.2M,101.5K,2.6K,464,12
,189.3K,981K,139.1K,187,3.5K,12
,32.7M,2.7M,204.4K,534,735,12
,4.2M,1.8M,344.8K,923,832,12
,7.2M,4.6M,660.7K,2.1K,571,12
,5.1M,3.5M,405K,872,176,11
,896.9K,2.5M,212.6K,1.7K,2.1K,12
,6.2M,2.8M,458.3K,1.3K,2.9K,12
,6M,2.1M,287.4K,883,1.6K,11
,12.8M,1.3M,242K,1.1K,214,11
,12.8M,1.3M,242K,1.1K,214,11
,11.6M,13.2M,2.9M,5.7K,50.5K,12
,11.5M,2.3M,198.5K,1.9K,1.6K,11
,3.7M,1.9M,255.6K,454,607,12
,3.2M,2.6M,379.7K,869,1.4K,11
,9M,1.2M,174.6K,977,8K,12
,9M,1.2M,174.6K,977,8K,11
,3.1M,1.1M,130.7K,1.5K,1.8K,12
,3.2M,1.4M,181K,671,2K,12
,3M,4.2M,538.7K,3.6K,3.7K,11
,21.3M,2.2M,339.6K,831,340,12
,21.3M,2.5M,303.9K,1.1K,324,11
,6M,1.6M,256.6K,1.6K,285,12
,5.7M,1.4M,175.4K,1.6K,366,11
,2.5M,2.8M,253K,4.6K,6.7K,12
,1.3M,2M,178.9K,1.1K,246,12
,5.1M,770.5K,164.2K,803,2.5K,11
,5.1M,770.5K,164.2K,803,2.5K,11
,6M,2.5M,350.9K,518,2K,12
,6.9M,3.3M,598.9K,3.5K,1.5K,12
,6.1M,2.1M,365K,1K,749,11
,2M,2.5M,169.1K,1.7K,544,11
,1.8M,1.5M,288.7K,768,195,12
,308K,2.2M,172.1K,1.3K,22.4K,12
,6.2M,1.1M,238K,1.9K,999,11
,3.3M,1.4M,176.1K,1.5K,1.9K,12
,3.1M,2.6M,302.3K,1K,9.3K,11
,1.1M,1.3M,241.3K,1.6K,1.7K,12
,238.9K,5.2M,655.3K,3.5K,258,12
,16.1M,6.4M,227.3K,1.3K,4.4K,12
,15.7M,3M,164.1K,533,2.9K,11
,64.3M,3.6M,626K,8K,7.8K,12
,63.2M,6.4M,689.8K,10.8K,4.1K,11
,2.5M,1.8M,153.5K,2.4K,3.8K,12
,782.4K,2.8M,284.6K,5.1K,18.2K,12
,11.1M,4.1M,107.4K,793,326,12
,6M,1M,128K,1.8K,2.5K,12
,5.2M,2M,229.2K,1.1K,351,11
,2.3M,2M,335.4K,679,1.5K,12
,8M,9.2M,789.2K,2.7K,3.8K,12
,8M,9.2M,789.2K,2.7K,3.8K,12
,8M,14.2M,1.5M,5.4K,13.3K,11
,5.1M,1.6M,189.5K,592,1.4K,11
,6.5M,1.7M,189.7K,4.8K,373,12
,1.7M,2.1M,93.5K,1.3K,382,11
,4.7M,1.8M,236.1K,13.5K,1.2K,11
,2.1M,2.3M,250.5K,289,452,12
,9.3M,5.8M,709K,972,1.2K,12
,9M,3.5M,443.7K,604,370,11
,3.9M,1.6M,236.5K,3K,445,11
,7.4M,10.8M,37K,548,643,11
,1.6M,2.5M,229.8K,1K,2.8K,11
,1.3M,2.4M,504.9K,2.1K,1.9K,12
,1.1M,1.3M,225.6K,2.1K,291,11
,30M,1.9M,94.2K,1K,1.4K,11
,11.9M,1.1M,247.2K,3.4K,1.2K,11
,674.5K,2.2M,304.6K,1.3K,2.3K,12
,23.2M,1.8M,202.3K,1.6K,510,12
,23.2M,1.5M,157.1K,1.5K,331,11
,3.1M,968.8K,210K,857,2.1K,11
,18.8M,2.9M,340.9K,2.3K,513,12
,18.7M,5.3M,507K,2.7K,913,11
,30.4M,3.2M,165.7K,1.8K,209,12
,7.4M,2.3M,286.3K,432,680,11
,9.3M,1.3M,242.1K,709,2.6K,12
,9.1M,2M,313.6K,755,2.7K,11
,4M,1.5M,237.4K,1.5K,485,11
,10.7M,1.7M,258.2K,648,979,12
,10.6M,959.7K,168.8K,293,1.9K,11
,2.5M,3.7M,769.5K,1.9K,5.1K,11
,2.8M,892.7K,140.2K,1K,7K,12
,2.7M,891K,133.6K,1.1K,4.4K,11
,9.6M,1.4M,146.5K,1.3K,2.5K,12
,18.4M,8M,1.6M,15.9K,10.6K,11
,4.8M,1.3M,276.5K,4.8K,2.9K,12
,7.3M,1.9M,181.7K,2.5K,677,12
,17.6M,2.5M,260.6K,1.3K,1.4K,11
,5.6M,12.1M,678.2K,11.7K,6.5K,12
,19M,3M,847.2K,13.9K,9.8K,12
,18.5M,4.3M,1.5M,29K,11.2K,11
,18.5M,1.2M,176.8K,2.1K,528,12
,1.2M,1.8M,156.5K,926,258,11
,12.7M,1.7M,154.3K,1.4K,1.7K,11
,778.4K,1.4M,158.9K,282,1.8K,11
,6.4M,1.7M,142.7K,1.8K,223,12
,6.3M,1.4M,128.8K,2.3K,275,11
,6.3M,1.4M,128.8K,2.3K,275,11
,9M,2.8M,447.5K,273,292,12
,8.9M,3.5M,382.4K,427,319,11
,77K,2.4M,262.3K,527,217,12
,10.2M,4.5M,564.6K,1.3K,537,11
,1.4M,2.4M,399.9K,923,577,12
,1.3M,1.7M,353K,1K,287,11
,6M,3.1M,303.1K,2.5K,876,12
,6M,1.6M,314K,1.8K,814,11
,11.1M,2.5M,127.7K,1K,848,11
,19.8M,18.5M,1.9M,5.4K,16.3K,12
,4.6M,2.7M,213.1K,6K,5.6K,12
,4.4M,1.1M,123.2K,2.9K,2.7K,11
,2.1M,1.3M,107K,685,3.6K,11
,401.7K,2.7M,140.3K,955,219,12
,8.3M,5.1M,540.8K,1K,699,11
,958.6K,1.4M,220.1K,1.9K,2.7K,11
,26.9M,2.9M,275.6K,2.2K,1.3K,12
,26.5M,3.3M,345K,2.4K,1.4K,11
,1.1M,2.9M,217.9K,1.8K,410,11
,15.2M,1.6M,263.3K,2.2K,856,12
,15M,2.8M,473.9K,3.8K,2.1K,11
,5.4M,2.5M,486.4K,3.2K,11.4K,12
,5.1M,4.2M,897.3K,7.7K,39.6K,11
,22.9M,1.7M,260.1K,1K,1.2K,12
,22.4M,3M,562.2K,2K,2.2K,11
,8.7M,2.8M,337.1K,1.2K,2.5K,12
,2.7M,2M,209.5K,778,1.2K,12
,7.7M,1.4M,163.4K,5.3K,2.8K,12
,7.5M,1.4M,168.8K,3.6K,1.7K,11
,29.8K,2.4M,222.7K,990,856,12
,12.2M,2.4M,224.3K,801,287,12
,11.9M,2.2M,223.1K,726,265,11
,21.4M,3.3M,267.5K,2.1K,1.4K,12
,20.4M,2.1M,183.8K,2.2K,2K,11
,2.6M,3.3M,607.7K,1K,1.7K,12
,5.8M,2.5M,107.5K,1.8K,220,12
,249.7K,3.7M,111.8K,927,4.8K,12
,35.3M,2.2M,188.2K,916,356,12
,34.8M,2.8M,393.3K,1.1K,720,11
,13.4M,1.9M,232.7K,1.2K,432,12
,976.8K,1.7M,154.9K,968,352,11
,1M,1.4M,125.7K,350,2.9K,12
,4.2M,4.9M,278.1K,969,698,12
,6.1M,1.6M,153.6K,434,979,11
,4.8M,2M,315.9K,2.8K,5.4K,12
,467.7K,3.6M,301.7K,3.3K,5.9K,12
,35M,2.9M,172.1K,920,1.1K,12
,35M,2.9M,172.1K,920,1.1K,11
,1.4M,1.3M,111.5K,521,2.7K,11
,9M,2.1M,174.1K,2.5K,1.6K,12
,7.7M,1.9M,152.4K,1.6K,1.1K,11
,20.9M,13M,888.6K,5K,3.8K,12
,19.4M,4.9M,299.1K,4K,2.7K,11
,73M,4.7M,514.6K,2.2K,2K,12
,7.1M,6.4M,421.5K,1.7K,3.4K,12
,6.2M,4M,318.2K,1.1K,1K,11
,499.7K,1.8M,305.5K,2K,5.2K,12
,8.7M,1.4M,199.7K,1.3K,415,12
,2.3M,1.3M,183.1K,973,1.2K,11
,17.4M,2.7M,344.3K,333,429,11
,14.3M,3M,305.4K,1.4K,2.5K,12
,13.8M,4.4M,540.1K,4.1K,3.9K,11
,2.9M,1.2M,121.5K,5.2K,1.9K,12
,2.6M,1.8M,202.1K,5.9K,2.5K,11
,1.2M,2.5M,336.7K,64.8K,192,12
,8.9M,2.9M,247.3K,705,786,12
,8.6M,1.7M,201.7K,354,655,11
,1.8M,5.3M,235.1K,2K,213,12
,7.1M,1.5M,262.9K,1K,485,12
,6.6M,1.2M,212K,1.3K,413,11
,6.1M,25M,1.7M,16.6K,5.3K,12
,4.7M,9.2M,1M,1.6K,3.1K,12
,4.3M,2.9M,434.6K,1.6K,1.8K,11
,1.3M,3M,88.3K,767,708,11
,4.1M,2.1M,112.8K,1.4K,2.9K,12
,3.3M,2M,137.7K,1.4K,3K,11
,1M,1.5M,230.1K,1.1K,495,12
,779.9K,1.3M,221.2K,840,629,11
,2.8M,1.5M,96.1K,14.2K,2.3K,12
,2.8M,3.2M,237.9K,2.4K,816,11
,4.7M,2.3M,181.4K,706,176,11
,14.2M,2.8M,266.2K,554,253,12
,5.3M,7.3M,645.7K,1.4K,485,12
,4.1M,3.2M,239.7K,684,268,11
,17.5M,2.7M,166K,874,425,12
,2.5M,2.2M,318.9K,1.7K,2.3K,12
,199.1K,2.4M,231.6K,639,2.6K,11
,270.8K,796.9K,219.5K,1.6K,2.3K,12
,835K,2M,128.5K,509,972,11
,145.6K,26.8M,2.2M,30.1K,71.2K,11
,2.2M,1.4M,293.3K,820,240,12
,5.7M,2.7M,450.1K,1.2K,3.4K,11
,287.6K,4.2M,273.8K,734,126,11
,3.7M,1M,54.3K,1.2K,7.1K,12
,3M,5M,364K,1.7K,1.6K,11
,7M,1.8M,313.1K,925,1.1K,12
,1.1M,2.7M,340.6K,1.6K,1.2K,12
,15.7M,1.7M,246.3K,967,2K,12
,15.5M,2.2M,280.8K,995,1.5K,11
,2.8M,1.7M,191.6K,2.7K,3.8K,12
,795.5K,4M,194.7K,2.1K,887,12
,1.2M,8.2M,320K,3K,11.8K,12
,8.9M,48.9M,998.4K,16.3K,60.9K,12
,796.1K,984.5K,144.8K,1.2K,1.3K,11
,4.7M,1.6M,280.8K,546,1.5K,11
,72.1M,11.5M,466.4K,1.6K,1.5K,12
,70.7M,9.3M,591K,1.1K,1.4K,11
,1.3M,958.4K,212.8K,2.4K,7.3K,12
,3.1M,1.5M,139.6K,1.2K,3.1K,11
,2.1M,1M,241.3K,996,3.8K,12
,2M,1.5M,278.5K,818,2.3K,11
,2.6M,1.3M,273K,648,768,12
,2.1M,2M,221.2K,1K,1.5K,11
,14.7M,1.8M,233.8K,474,353,11
,4.1M,3.7M,225.4K,1K,807,11
,13M,3M,546.3K,1.1K,3K,11
,15.4M,3.3M,466K,1.5K,410,12
,2.7M,4M,386.7K,7.4K,5.9K,12
,2.4M,1.6M,207.3K,2.1K,2.6K,11
,8.3M,6.1M,334.6K,2.7K,1.2K,12
,1M,1.7M,106.6K,1.4K,1.2K,12
